;City;Place_ID;Place_Name;Cuisine;Address;Phone Number;Price level;Avg rating;Amount of ratings;Vegetarian;Beer;Wine;Opening Hours;tags
219;Sopot;ChIJYzMptpEK_UYRx4VOFIf7-hc;Sempre Ristorante - Monte Cassino;['italian', 'pizza'];Bohaterów Monte Cassino 49, 81-767 Sopot, Poland;+48 58 718 83 31;2.0;4.0;3633;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0900'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
220;Gdynia;ChIJ5RSSNSSn_UYRy4u9a0xWe5o;Serio;['italian', 'pizza', 'french'];3 Maja 21, 81-363 Gdynia, Poland;+48 534 588 388;2.0;4.5;2722;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
221;Gdańsk;ChIJ645e14xz_UYRcDGW1COtGVw;Shanti;['indian'];Szeroka 49/50, 80-835 Gdańsk, Poland;+48 510 004 422;2.0;4.8;1693;True;True;True;[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
222;Gdańsk;ChIJCShsOB51_UYRziolZgWzl-g;Shanti Hynka;['indian'];Hynka 65, 80-465 Gdańsk, Poland;+48 510 004 411;2.0;4.9;129;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']
223;Gdynia;ChIJx6Es-aCh_UYRQV66R92AKIA;Shimayo Sushi;['japanese', 'sushi'];Parkowa 1, 81-549 Gdynia, Poland;+48 518 630 488;2.0;4.8;805;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
224;Gdynia;ChIJBXCd3AWn_UYRrP4Mji_YpT0;Sob's Smash Burger;['french'];Świętojańska 95, 81-381 Gdynia, Poland;+48 607 384 324;2.0;4.9;632;False;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
225;Sopot;ChIJncpdgVkL_UYRVwRoZlnwAwk;Spoko Bistro & Pizza;['italian'];Hestii 3, 81-731 Sopot, Poland;+48 530 253 230;2.0;4.6;109;True;True;True;[{'close': {'day': 0, 'time': '1930'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'cafe', 'meal_delivery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
226;Sopot;ChIJdRPxk0kL_UYRXL-UG2zWwkM;Stacja 33;['pizza'];Wejherowska 33, 81-816 Sopot, Poland;+48 532 415 910;1.0;4.7;975;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']
227;Gdańsk;ChIJcXJKL6V1_UYROHJj4FTQfx0;Stacja Food Hall;['indian', 'chinese'];Jana Kilińskiego 4, 80-266 Gdańsk, Poland;+48 609 906 686;2.0;4.6;5453;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']
228;Sopot;ChIJ37I7C5YK_UYRfowohl2h6hU;Stefano Pizza Sopot;['pizza'];3 Maja 56, 81-850 Sopot, Poland;+48 506 447 988;1.0;4.5;1041;False;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']
229;Gdańsk;ChIJ-3Cf_tJ1_UYRP43jW3p9NBc;Sun Ramen;['chinese'];PL, Romana Dmowskiego 15, 80-244 Gdańsk, Poland;+48 797 358 807;2.0;4.3;160;False;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
230;Gdańsk;ChIJxdmAoIJ1_UYRbdlGcVGe5F4;Susharnia Park Sushi & Asian Food;['japanese', 'sushi'];Gen. Władysława Andersa 22/U5, 80-175 Gdańsk, Poland;+48 690 544 344;2.0;4.8;304;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'store', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']
231;Gdynia;ChIJW8v0jman_UYRSXoXwbKAo6M;Sushi Kot;['japanese', 'sushi'];Abrahama 20, 81-352 Gdynia, Poland;+48 692 784 485;2.0;4.9;66;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
232;Gdańsk;ChIJJSxcfAB1_UYRl_YsUaMXxGs;Sushi Poke Go Gdańsk;['sushi'];aleja Grunwaldzka 415, 80-309 Gdańsk, Poland;+48 787 777 967;2.0;4.8;586;True;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']
233;Gdańsk;ChIJ_4M5YR0L_UYR9sS8nf4YgSQ;Sushi Siedem;['japanese', 'sushi'];Długie Pobrzeże 30, 80-888 Gdańsk, Poland;+48 58 302 92 69;2.0;4.5;622;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']
234;Gdynia;ChIJ6SYrNnOn_UYRJtSe-gCwGBI;Sushi Siedem & Thai Food;['japanese', 'sushi'];Arkadiusza Rybickiego 2a, 81-340 Gdynia, Poland;+48 797 899 034;2.0;4.4;339;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
235;Gdynia;ChIJG89RqF2h_UYRWSLpYFNGIvk;Sushi Tata | Gdynia;['sushi'];Waleriana Szefki 2C, 81-572 Gdynia, Poland;+48 730 199 700;2.0;4.8;278;False;False;False;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
236;Gdynia;ChIJmwTkKU2n_UYRxIvld9N02q0;Sushi World Gdynia;['sushi'];Wolności 4, 81-314 Gdynia, Poland;+48 530 094 016;2.0;4.3;257;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
237;Gdańsk;ChIJp0GwRAt1_UYRDQLcF3d06XI;Sushi od Vikushi;['japanese'];Tadeusza Kościuszki 150, 80-427 Gdańsk, Poland;+48 792 479 151;2.0;4.9;275;True;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
238;Gdańsk;ChIJnXgDFQV1_UYROfCSYtvf_oY;SushiRola;['japanese', 'sushi'];Przytulna 7/U5, 80-176 Gdańsk, Poland;+48 510 780 850;2.0;4.9;1702;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
239;Gdańsk;ChIJgyvUpVpz_UYRTfUEwp245GE;Słony Spichlerz;['chinese'];Chmielna 10, 80-748 Gdańsk, Poland;+48 732 340 603;2.0;4.6;4990;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
240;Sopot;ChIJ1X8EkowL_UYRjnrVGy6J3nQ;THAI SON Express;['chinese'];Tadeusza Kościuszki 10, 81-759 Sopot, Poland;+48 664 504 412;2.0;4.5;580;True;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
241;Gdynia;ChIJT0RH0Z6g_UYR87f-ohZXlLI;Taj Mahal Restauracja Indyjska;['indian'];Władysława IV 43, 81-395 Gdynia, Poland;+48 58 664 92 11;2.0;4.5;855;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
242;Gdynia;ChIJf2gIRR6l_UYRqDwCFmZSp4Q;Tandoor House;['indian'];Chylońska 106, 81-021 Gdynia, Poland;+48 729 335 323;2.0;4.5;83;True;False;False;[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
243;Sopot;ChIJx5AC9pIK_UYRFHUT8pea9y4;Tandoori Love;['indian'];Grunwaldzka 41, 81-754 Sopot, Poland;+48 605 694 535;2.0;4.3;1554;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
244;Gdynia;ChIJifj8BKil_UYRsLVk1E_ng6U;Taste of China;['chinese'];Hutnicza 16/6, 81-061 Gdynia, Poland;+48 881 234 552;2.0;4.0;714;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
245;Gdynia;ChIJ8-kT3y-n_UYRps5ndac_QaA;Tex-Mex;['mexican'];Abrahama 56, 81-395 Gdynia, Poland;+48 58 621 60 07;2.0;4.5;14;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
246;Sopot;ChIJp94MHI4K_UYRz6FgBfQfvdE;Thai Thai Sopot;['chinese'];Bohaterów Monte Cassino 63, 81-767 Sopot, Poland;+48 512 585 170;3.0;4.3;1196;True;True;True;[{'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
247;Gdańsk;ChIJxbWl1MJ1_UYR7i5hI5cOWUo;Thali Gdańsk;['indian'];Cedrowa 41, 80-126 Gdańsk, Poland;+48 723 888 212;2.0;4.8;301;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
248;Gdańsk;ChIJcb6dL4J1_UYRK1H36JI3KRo;Thali Gdańsk;['indian'];aleja Grunwaldzka 22, 80-236 Gdańsk, Poland;+48 579 344 449;2.0;4.9;1448;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
249;Sopot;ChIJw5LV4pEK_UYR4MVWMdBuC8k;The Mexican;['mexican'];Bohaterów Monte Cassino 54, 81-759 Sopot, Poland;+48 515 101 414;2.0;4.1;3744;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0030'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0030'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
250;Gdańsk;ChIJLai4JZ51_UYRDPAvIvIYD_U;Timo Sushi Gdańsk;['sushi'];Park Handlowy Matarnia, Złota Karczma 26, 80-286 Gdańsk, Poland;+48 514 066 077;2.0;4.5;718;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
